ctrl-1_FRAS202101646-1r_aligned.sam	ctrl-2_FRAS202101647-1r_aligned.sam	ctrl-3_FRAS202101648-1r_aligned.sam	ctrl-4_FRAS202101649-1r_aligned.sam	AKG-1_FRAS202101650-1r_aligned.sam	AKG-2_FRAS202101651-1r_aligned.sam	AKG-3_FRAS202101652-1r_aligned.sam	AKG-4_FRAS202101653-1r_aligned.sam	Pyr-1_FRAS202101654-1r_aligned.sam	Pyr-2_FRAS202101655-1r_aligned.sam	Pyr-3_FRAS202101656-1r_aligned.sam	Pyr-4_FRAS202101657-1r_aligned.sam	Length
ENSG00000165233	115	103	106	121	99	117	133	122	100	115	191	197	3081
ENSG00000131669	37	28	46	41	55	76	64	65	41	48	90	85	2648
ENSG00000203364	0	0	0	0	0	0	0	0	0	0	0	0	410
ENSG00000165238	32	27	51	33	30	27	39	39	33	32	59	73	13198
ENSG00000204352	0	0	1	2	0	1	2	0	0	0	0	0	1154
ENSG00000200570	0	0	0	0	0	0	0	0	0	0	0	0	112
ENSG00000201074	0	0	0	0	0	0	0	0	0	0	0	0	112
ENSG00000237385	0	0	0	0	0	0	0	0	0	0	0	0	641
ENSG00000227603	3	8	1	0	0	1	1	0	4	2	1	8	691
ENSG00000188938	793	677	798	722	617	606	597	651	750	805	883	983	3717
ENSG00000048828	3439	3138	3747	3139	2896	2951	2951	3043	3060	2962	2943	3431	7204
ENSG00000197724	642	646	610	606	555	610	541	541	673	609	833	1007	5569
ENSG00000265347	0	0	0	0	0	0	0	0	0	0	0	0	65
ENSG00000231990	0	1	0	0	0	0	0	0	0	0	0	0	391
ENSG00000131668	0	0	0	0	0	0	0	0	2	0	1	0	1777
ENSG00000235601	0	0	0	0	0	0	0	0	0	0	0	0	1704
ENSG00000158079	229	182	202	146	204	215	205	192	191	191	162	196	6342
ENSG00000227666	2	2	2	1	2	2	2	1	4	8	3	3	316
ENSG00000269946	2	0	0	0	0	0	0	0	0	0	3	0	235
ENSG00000199165	0	0	0	0	0	0	0	0	0	0	0	0	92
ENSG00000199072	0	0	0	2	3	3	0	0	0	1	1	2	110
ENSG00000269929	24	18	20	17	18	20	24	15	19	16	19	16	1435
ENSG00000230262	0	0	0	0	0	0	0	0	0	0	0	0	1319
ENSG00000199133	8	12	8	14	9	10	15	12	8	5	10	11	105
ENSG00000175787	151	110	141	91	124	131	131	106	123	93	147	144	5286
ENSG00000237679	0	1	2	2	6	1	0	1	5	1	0	2	852
ENSG00000130950	0	0	0	0	0	0	0	0	0	0	0	0	2561
ENSG00000232063	42	41	55	45	48	38	50	50	39	44	44	57	2162
ENSG00000224815	0	0	0	0	0	0	0	0	0	0	0	0	387
ENSG00000282886	1	8	1	1	0	0	4	0	0	4	4	11	330
ENSG00000148110	2053	1971	2181	1876	1929	1887	1933	1895	1994	1869	1857	2116	3428
ENSG00000278486	1	0	0	0	1	0	0	2	0	1	2	1	643
ENSG00000224245	5	11	4	2	2	12	0	5	8	10	4	4	501
ENSG00000202445	5	0	3	0	0	0	0	0	0	4	0	2	107
ENSG00000231806	0	0	0	0	0	0	0	0	3	0	0	0	1164
ENSG00000130957	0	0	0	0	0	0	2	0	2	0	0	1	1305
ENSG00000165140	0	0	0	0	0	0	0	0	0	0	1	0	1668
ENSG00000148120	160	153	157	137	125	133	150	124	132	107	163	204	10742
ENSG00000252153	0	1	0	0	0	1	0	0	0	0	0	1	96
ENSG00000230815	5	0	1	0	1	0	2	2	0	0	0	2	424
ENSG00000236095	1	4	2	0	3	3	4	2	1	2	0	1	779
ENSG00000224764	0	0	1	0	0	0	0	0	0	1	1	0	487
ENSG00000274115	0	0	0	0	0	1	0	0	2	0	0	0	97
ENSG00000207563	0	0	1	0	0	0	0	0	0	0	0	0	97
ENSG00000207864	0	0	0	2	1	0	0	0	0	0	1	2	108
ENSG00000207617	0	0	0	0	0	0	0	0	0	0	0	0	85
ENSG00000158169	436	374	452	376	309	311	362	365	429	402	468	485	7912
ENSG00000229065	3	0	0	0	0	1	0	0	0	0	0	4	529
ENSG00000223849	1	0	5	2	0	0	2	7	1	0	4	6	348
ENSG00000251884	0	1	0	0	0	0	0	1	0	0	1	1	93
ENSG00000230221	0	0	1	1	3	1	1	0	1	2	1	1	2473
ENSG00000271384	1	4	1	2	0	3	1	4	5	3	9	1	673
ENSG00000213761	3	1	3	2	1	0	8	2	2	2	4	2	183
ENSG00000237857	53	43	61	32	41	44	37	48	37	41	50	59	1404
ENSG00000185920	378	347	369	442	376	414	460	328	413	341	499	577	16591
ENSG00000271314	0	0	1	0	0	0	0	0	1	0	0	1	456
ENSG00000271155	3	1	2	3	1	2	7	1	4	3	9	12	1402
ENSG00000271659	18	24	12	23	23	30	20	29	28	18	31	24	476
ENSG00000229345	0	0	0	0	0	0	0	0	0	0	0	0	395
ENSG00000228142	0	0	0	0	0	0	0	0	0	0	0	0	512
ENSG00000227358	0	0	0	0	0	0	0	0	0	0	0	0	355
ENSG00000175611	55	32	36	45	34	32	44	27	37	46	39	54	5100
ENSG00000268926	0	0	0	0	0	0	0	1	0	0	0	0	2412
ENSG00000252847	0	0	0	1	1	0	0	0	1	0	0	3	113
ENSG00000182150	690	597	662	560	547	570	527	579	671	686	451	537	10352
ENSG00000199202	0	0	2	1	0	0	0	1	1	0	0	0	137
ENSG00000237631	0	3	0	0	0	0	1	0	2	0	0	2	569
ENSG00000225194	0	0	0	0	0	0	0	0	0	0	1	0	2306
ENSG00000237212	0	0	0	0	0	0	0	0	0	0	0	0	1577
ENSG00000201938	0	0	0	0	0	0	0	0	0	0	0	0	96
ENSG00000275465	0	0	0	0	0	0	0	0	0	0	0	0	2662
ENSG00000224546	112	116	83	97	105	76	50	51	44	87	52	43	1850
ENSG00000130948	0	0	0	0	0	0	0	0	0	2	0	1	2056
ENSG00000265367	0	0	0	0	0	0	0	0	0	0	0	0	100
ENSG00000232283	0	0	0	0	0	0	0	0	0	0	0	0	1072
ENSG00000207276	0	0	0	0	0	0	0	0	0	0	0	0	104
ENSG00000130958	253	210	238	182	210	222	251	172	190	224	251	207	2203
ENSG00000165244	588	545	566	534	487	493	613	505	594	567	611	707	3646
ENSG00000238251	4	2	2	4	1	0	4	0	0	4	1	2	514
ENSG00000130956	8	26	19	17	21	9	29	27	10	22	41	38	4056
ENSG00000081377	122	122	135	127	119	110	136	149	113	93	109	105	10462
ENSG00000158122	454	406	478	418	420	386	455	447	433	424	400	455	3084
ENSG00000224848	0	0	0	0	0	0	0	0	0	0	0	0	425
ENSG00000233820	0	0	0	0	0	0	0	0	0	0	0	0	1488
ENSG00000280644	0	0	0	0	0	0	0	0	0	0	0	0	142
ENSG00000081386	384	386	367	330	347	297	309	346	387	397	328	366	5921
ENSG00000196597	117	108	106	88	86	106	98	85	102	125	138	128	4622
ENSG00000196312	203	203	197	181	162	190	212	172	166	161	278	311	1313
ENSG00000269907	6	6	6	8	7	17	5	4	5	4	6	11	330
ENSG00000227257	4	1	1	0	0	0	0	0	0	0	0	0	391
ENSG00000188152	24	19	19	34	19	19	29	39	34	28	58	68	3906
ENSG00000236745	0	0	0	1	0	4	1	0	0	0	3	1	642
ENSG00000136943	1	1	0	2	0	1	3	1	0	0	2	0	4700
ENSG00000197214	0	0	0	0	0	0	0	0	0	0	0	0	880
ENSG00000228376	0	0	0	0	0	0	0	0	0	0	0	0	2262
ENSG00000228038	0	0	1	0	1	0	0	0	0	0	0	0	945
ENSG00000213612	9	4	3	6	3	3	6	6	3	3	1	3	831
ENSG00000277103	2	1	3	2	1	2	1	6	6	2	5	2	801
ENSG00000159712	14	17	16	15	6	16	16	27	11	19	5	7	2980
ENSG00000252721	0	0	0	0	0	0	0	0	0	0	0	0	103
ENSG00000242375	11	7	2	13	12	8	9	6	5	5	13	7	474
ENSG00000188801	9	7	12	7	10	9	9	14	23	15	6	11	1209
ENSG00000203279	18	5	8	9	11	4	0	8	8	9	13	29	806
ENSG00000235494	1	1	0	2	3	1	1	2	1	1	2	2	281
ENSG00000254876	52	37	35	41	23	32	32	43	40	30	44	52	3701
ENSG00000255036	2	1	0	1	2	3	2	1	0	1	4	2	7116
ENSG00000254483	0	0	0	0	0	0	0	0	0	0	0	0	134
ENSG00000254633	0	0	0	0	0	0	0	0	0	0	0	0	1341
ENSG00000197816	24	23	22	38	33	33	44	26	31	29	41	46	14155
ENSG00000221269	1	1	1	0	4	1	0	2	1	0	4	2	128
ENSG00000228957	0	0	0	0	0	0	0	0	0	0	0	0	821
ENSG00000196116	221	220	182	201	197	169	212	205	216	188	201	200	4320
ENSG00000136842	1665	1400	1669	1520	1276	1223	1291	1211	1425	1352	1505	1478	3708
ENSG00000228174	0	1	6	1	0	2	5	4	4	3	6	13	1408
ENSG00000136925	679	629	606	524	491	478	503	484	526	543	533	540	5875
ENSG00000136937	4260	3774	4312	3448	3147	3022	3230	3027	3548	3597	2980	3060	5548
ENSG00000231521	2	5	6	2	4	2	0	2	1	4	1	4	285
ENSG00000136936	436	390	453	330	366	373	412	312	403	367	417	380	1833
ENSG00000214417	0	0	0	0	0	0	0	0	0	0	0	0	1290
ENSG00000266608	0	0	0	0	0	0	0	0	0	0	0	0	92
ENSG00000260677	0	0	0	0	0	0	1	0	0	0	1	0	1728
ENSG00000236130	0	0	0	0	0	0	0	0	0	0	0	0	204
ENSG00000178919	0	0	0	0	2	0	0	0	0	0	0	1	3462
ENSG00000136932	341	281	327	306	289	272	295	235	279	260	310	309	4203
ENSG00000201830	1	2	0	0	0	0	0	0	2	0	0	0	107
ENSG00000136929	7087	7077	8034	7230	5861	6668	7779	6564	6761	6218	5665	5904	2394
ENSG00000136938	9355	8990	9714	9599	7172	7490	9452	7695	9560	8877	12617	12503	1850
ENSG00000236896	19	10	42	18	21	8	18	25	22	16	18	17	402
ENSG00000212521	0	0	0	0	0	0	0	0	0	0	0	0	106
ENSG00000095380	980	902	989	954	971	994	1087	1058	1064	1187	1442	1627	4922
ENSG00000106785	1262	1193	1361	1203	1060	1304	1267	1271	1234	1145	1425	1743	5469
ENSG00000274011	3	6	6	7	8	7	14	7	13	9	9	8	251
ENSG00000106789	976	912	1043	910	1077	1120	1033	1214	960	986	1165	1338	5717
ENSG00000095383	104	114	137	121	107	137	147	97	107	102	180	186	3681
ENSG00000278412	0	0	0	0	0	0	0	0	0	0	0	0	69
ENSG00000224001	0	0	0	0	0	0	1	0	1	0	0	3	555
ENSG00000136928	12	5	3	12	5	3	2	14	7	9	10	9	7192
ENSG00000229897	0	0	0	1	0	0	0	1	0	0	0	0	1301
ENSG00000281579	0	0	0	0	0	0	0	0	0	0	0	0	126
ENSG00000273751	0	0	0	0	0	0	0	0	0	0	0	0	85
ENSG00000165138	1883	1513	1799	1595	1661	1797	1688	1802	1600	1527	2032	2385	8846
ENSG00000119514	682	567	659	624	604	622	621	653	573	562	660	714	3137
ENSG00000267026	27	15	30	11	23	24	25	17	20	20	24	17	4778
ENSG00000229338	0	0	0	0	0	0	0	0	0	0	0	0	318
ENSG00000204291	133	147	186	139	139	130	160	146	177	149	254	254	6653
ENSG00000270412	0	0	0	0	0	0	0	0	0	0	0	0	439
ENSG00000264740	0	0	0	0	0	0	1	0	0	0	0	0	111
ENSG00000106799	2688	2382	2547	2089	2131	1911	2103	2013	2383	2157	1791	2119	6844
ENSG00000252942	0	0	0	0	0	0	0	0	0	0	0	0	127
ENSG00000227269	0	0	0	0	0	0	0	0	0	0	0	0	439
ENSG00000240235	0	0	0	0	0	0	0	0	0	0	0	0	280
ENSG00000119523	692	670	784	646	576	546	585	586	706	639	592	663	2983
ENSG00000106803	1212	1052	1135	1003	1106	902	980	1010	990	1128	1560	1631	1190
ENSG00000222337	8	0	0	0	0	0	0	0	0	0	0	0	352
ENSG00000255815	0	0	0	0	0	0	0	0	0	0	0	0	1436
ENSG00000271086	0	0	0	0	0	0	0	0	0	0	0	0	5073
ENSG00000277828	0	0	0	0	0	0	0	0	0	0	0	0	131
ENSG00000277465	0	0	0	0	0	0	0	0	0	0	0	0	120
ENSG00000234860	0	0	0	0	0	0	0	0	0	0	0	0	419
ENSG00000237461	5	0	4	1	0	2	1	5	3	5	5	10	1544
ENSG00000119508	1	1	0	0	4	0	0	0	1	0	0	1	6314
ENSG00000255145	5	1	5	7	2	7	7	11	2	2	4	5	548
ENSG00000136874	564	534	534	466	439	457	383	434	472	423	393	512	4740
ENSG00000254571	2	0	1	0	0	0	0	0	0	0	0	0	336
ENSG00000023318	1405	1253	1513	1305	1230	1292	1481	1345	1371	1273	1254	1166	4854
ENSG00000234709	1	0	3	1	1	2	1	1	3	3	4	3	769
ENSG00000119509	255	215	251	245	284	267	286	290	229	253	234	278	5943
ENSG00000239908	3	0	3	1	4	4	4	1	5	4	1	8	281
ENSG00000238172	0	0	0	0	0	1	0	0	0	0	1	0	897
ENSG00000270995	0	0	0	0	0	0	0	0	0	0	0	0	466
ENSG00000231697	1	1	1	2	0	2	0	3	3	0	0	1	877
ENSG00000136891	1958	1826	1989	1824	1582	1669	1750	1620	1824	1869	1462	1560	7261
ENSG00000263475	0	0	0	0	0	0	0	1	0	0	1	2	112
ENSG00000066697	370	322	392	384	404	379	462	403	390	415	526	458	3253
ENSG00000251349	0	0	0	0	0	0	0	0	0	0	0	0	2069
ENSG00000241697	2	2	0	0	2	0	0	0	0	0	1	2	2611
ENSG00000170681	8	6	10	5	9	14	2	9	11	6	13	6	2615
ENSG00000200966	0	0	0	0	0	0	0	0	0	0	0	1	301
ENSG00000237999	0	0	0	0	0	0	0	0	0	0	0	0	1116
ENSG00000281312	0	0	0	0	0	0	0	0	0	0	0	0	84
ENSG00000230161	0	0	0	0	0	0	0	0	0	0	0	0	422
ENSG00000229541	0	0	0	0	0	0	0	0	0	0	0	0	1015
ENSG00000148123	0	0	0	0	0	0	0	0	0	0	0	0	3669
ENSG00000238143	0	0	0	0	0	0	0	0	0	0	0	0	486
ENSG00000253041	0	0	0	0	0	0	0	0	0	0	0	0	57
ENSG00000227411	0	0	0	0	0	0	0	0	0	0	0	0	1225
ENSG00000236763	0	0	0	0	0	0	0	0	0	0	0	0	379
ENSG00000230328	0	0	0	0	0	0	0	0	0	0	0	0	1580
ENSG00000136881	11	6	13	9	6	5	15	14	17	9	4	13	3389
ENSG00000234502	1	0	0	1	2	2	0	0	0	0	1	2	921
ENSG00000136897	1068	957	1074	974	893	924	967	918	1121	1208	1023	1070	3332
ENSG00000136870	399	298	474	292	262	301	318	345	359	376	317	379	3433
ENSG00000136872	0	3	5	1	0	1	1	1	1	3	0	2	2451
ENSG00000270982	0	0	0	0	0	0	0	0	0	0	0	0	133
ENSG00000225376	0	1	0	0	0	0	0	1	2	0	0	0	860
ENSG00000165152	145	175	192	164	170	184	237	204	144	158	209	217	5568
ENSG00000233055	0	0	0	0	0	1	0	0	0	0	0	0	243
ENSG00000155827	583	525	551	572	492	613	566	638	588	662	619	720	4694
ENSG00000265068	1	0	3	0	0	1	0	0	1	1	0	0	86
ENSG00000198785	2	1	5	3	3	3	0	2	3	2	2	5	8121
ENSG00000188386	0	0	0	0	0	0	0	0	0	0	0	0	3387
ENSG00000230302	0	0	0	0	0	0	0	0	0	0	0	0	303
ENSG00000230418	0	0	0	0	0	0	0	0	0	0	0	0	490
ENSG00000238882	0	0	0	0	0	0	0	0	0	0	0	0	107
ENSG00000222117	0	0	0	0	0	0	0	0	0	0	0	0	88
ENSG00000235901	0	0	0	0	0	0	0	0	0	0	0	0	3105
ENSG00000204250	0	0	0	0	0	0	0	0	0	0	0	0	590
ENSG00000232242	0	0	0	0	0	0	0	0	0	0	0	0	837
ENSG00000234269	0	0	0	0	0	0	0	0	0	0	0	0	671
ENSG00000155833	0	0	0	0	0	0	0	0	0	0	0	0	2276
ENSG00000229830	0	0	0	0	0	0	0	0	0	0	0	0	183
ENSG00000225564	0	0	0	0	0	0	0	0	0	0	0	0	4421
ENSG00000226566	0	0	0	0	0	0	0	0	0	0	0	0	526
ENSG00000253031	0	0	0	0	0	0	0	0	0	0	0	0	105
ENSG00000270332	21	14	15	18	18	23	20	29	8	26	12	14	7619
ENSG00000136824	3049	2758	3131	2677	2125	2207	2311	2160	2889	2656	2089	2217	6468
ENSG00000242111	0	0	0	0	0	0	0	0	0	0	0	0	3794
ENSG00000203396	0	0	0	0	0	0	0	0	0	0	0	0	1077
ENSG00000186881	0	0	0	0	0	0	0	0	0	0	0	0	960
ENSG00000283001	0	0	0	0	0	0	0	0	0	0	0	0	1602
ENSG00000148136	0	0	0	0	0	0	0	0	0	0	0	0	957
ENSG00000204246	0	0	0	0	0	0	0	0	0	0	0	0	1108
ENSG00000186943	0	0	0	0	0	0	0	0	0	0	0	0	963
ENSG00000237443	0	0	0	0	0	0	0	0	0	0	0	0	907
ENSG00000277556	0	0	0	0	0	0	0	0	0	0	0	0	957
ENSG00000276119	0	0	0	0	0	0	0	0	0	0	0	0	957
ENSG00000136839	0	0	0	0	0	0	0	0	0	0	0	0	957
ENSG00000273423	0	0	0	0	0	0	0	0	0	0	0	0	1264
ENSG00000235248	0	0	0	0	0	0	0	0	0	0	0	0	963
ENSG00000179055	0	2	0	0	0	0	0	0	0	0	0	0	1041
ENSG00000188712	1	0	0	2	2	0	0	0	0	0	1	2	937
ENSG00000136783	1375	1165	1376	1053	1074	963	1117	955	1129	1066	971	1035	2585
ENSG00000165028	110	80	89	77	109	102	106	101	101	86	68	69	2178
ENSG00000165029	1	1	11	3	4	5	5	2	5	2	3	1	11350
ENSG00000226334	0	0	0	0	0	0	0	0	0	0	0	0	469
ENSG00000230013	0	0	0	0	0	0	0	0	0	0	0	1	606
ENSG00000201583	0	0	0	0	0	0	0	0	0	0	0	0	306
ENSG00000070214	28	20	26	19	22	26	22	27	20	24	14	31	12172
ENSG00000106701	194	160	207	168	209	194	202	150	187	187	143	139	9877
ENSG00000229419	36	45	48	34	44	31	37	41	42	34	39	31	6232
ENSG00000228317	0	1	0	0	0	1	0	1	0	0	0	2	631
ENSG00000106692	574	481	596	465	476	483	452	406	406	418	353	351	8032
ENSG00000279609	4	6	3	0	2	3	2	1	3	2	4	2	1621
ENSG00000186051	11	14	28	10	14	14	11	12	4	6	16	26	656
ENSG00000095209	2074	1720	2090	1601	1622	1593	1681	1653	1769	1736	1367	1418	4511
ENSG00000228366	0	4	3	4	4	4	2	5	2	6	1	2	492
ENSG00000232486	5	3	6	3	9	5	4	11	2	9	1	3	2434
ENSG00000228948	3	0	4	6	9	1	5	3	3	4	3	4	1353
ENSG00000225002	0	0	0	0	0	0	0	0	1	0	0	0	456
ENSG00000234323	0	0	3	1	0	0	0	0	0	3	2	0	1759
ENSG00000229297	0	0	0	0	0	0	0	0	0	0	0	0	371
ENSG00000277889	0	0	0	0	0	0	0	0	0	0	0	0	95
ENSG00000237062	0	0	0	0	0	0	0	0	0	0	0	0	597
ENSG00000234229	0	0	0	0	0	0	0	0	0	0	0	0	2545
ENSG00000200131	0	0	0	0	0	0	0	0	0	0	0	0	353
ENSG00000228143	0	0	0	0	0	0	0	0	0	0	0	0	581
ENSG00000212276	0	0	0	0	0	0	0	0	0	0	0	0	118
ENSG00000148143	2	0	0	0	0	0	0	0	0	0	0	0	12259
ENSG00000230782	0	0	0	0	0	0	0	0	0	0	0	0	2602
ENSG00000231562	0	0	0	0	0	0	0	0	0	0	0	0	779
ENSG00000223615	0	0	0	0	0	0	0	0	0	0	0	0	171
ENSG00000225531	0	0	0	0	0	0	0	1	0	0	0	0	729
ENSG00000226047	0	0	0	0	0	0	0	0	0	0	0	0	329
ENSG00000226535	0	0	0	0	0	0	0	0	0	0	0	0	1580
ENSG00000119318	4873	4464	5039	4630	3865	4083	4480	4157	4773	4992	5790	6449	4615
ENSG00000276883	0	3	0	0	0	0	1	0	0	1	2	0	88
ENSG00000226825	0	0	0	0	0	0	0	0	0	0	0	0	449
ENSG00000213558	0	0	0	0	0	0	0	0	0	0	0	0	269
ENSG00000199905	0	0	0	0	0	0	0	0	0	0	0	0	104
ENSG00000136826	2	3	5	3	2	2	1	2	1	2	7	2	3659
ENSG00000236005	0	0	0	0	0	0	0	0	0	0	0	0	441
ENSG00000227350	0	0	0	0	0	0	0	0	0	0	0	0	466
ENSG00000202308	0	0	0	0	0	0	0	0	0	0	0	0	107
ENSG00000275701	0	0	0	0	0	0	0	0	0	0	0	0	98
ENSG00000222558	0	0	0	0	0	0	0	0	0	0	0	0	104
ENSG00000244104	0	0	0	0	0	0	0	0	0	0	0	0	299
ENSG00000231293	0	0	0	0	0	0	0	0	0	0	0	0	321
ENSG00000233727	0	0	0	0	0	0	0	0	0	0	0	0	177
ENSG00000222459	0	0	0	0	0	0	0	0	0	0	0	0	113
ENSG00000236783	0	0	0	0	0	0	0	0	0	0	0	0	343
ENSG00000213557	0	0	0	0	0	0	0	0	0	0	0	0	380
ENSG00000237360	0	0	0	0	0	0	0	0	0	0	0	0	420
ENSG00000230030	0	0	0	0	0	0	0	0	0	0	0	0	224
ENSG00000222512	0	0	0	0	0	0	0	0	0	0	0	0	78
ENSG00000169253	8	7	8	14	4	11	5	9	8	10	15	13	318
ENSG00000231678	0	0	0	0	0	0	0	0	0	0	0	0	400
ENSG00000231810	0	0	0	0	0	0	0	0	0	0	0	0	308
ENSG00000213556	0	0	0	0	0	0	0	0	0	0	0	0	265
ENSG00000148156	0	0	0	0	0	0	0	0	0	0	1	1	2379
ENSG00000187003	0	1	0	0	0	0	0	0	0	0	0	0	1494
ENSG00000070061	2832	2281	2824	2237	2118	2051	2257	2135	2168	2385	2236	2484	6048
ENSG00000119328	561	545	548	588	425	463	560	494	592	580	610	562	2758
ENSG00000119326	2330	1940	2285	1971	2045	1786	2024	1859	2067	2199	1593	1571	3131
ENSG00000201227	0	0	0	0	0	0	1	0	0	0	0	0	161
ENSG00000106771	2516	2210	2575	2034	2407	2334	2318	2238	2254	2145	2008	2217	9484
ENSG00000199331	5	5	4	7	1	12	7	8	0	10	6	6	102
ENSG00000207698	0	0	3	0	0	0	0	0	1	0	0	0	70
ENSG00000260230	1	2	3	3	5	2	1	0	1	0	0	2	8197
ENSG00000095203	14	17	16	11	22	13	15	9	20	19	29	17	7879
ENSG00000200106	0	0	0	0	0	0	0	0	0	0	0	0	109
ENSG00000265647	0	0	0	0	0	0	0	0	0	0	0	0	99
ENSG00000237124	0	0	0	0	0	0	0	0	0	0	0	0	648
ENSG00000207329	0	0	0	0	0	0	0	0	0	0	0	0	112
ENSG00000070159	0	0	0	0	0	0	0	0	0	0	0	1	9995
ENSG00000263861	0	0	0	0	0	0	0	0	0	0	0	0	71
ENSG00000213539	0	0	0	0	0	0	0	0	0	0	0	0	1002
ENSG00000243444	0	0	0	0	0	0	0	0	0	0	0	0	4943
ENSG00000232939	0	0	0	0	0	0	0	0	0	0	0	0	478
ENSG00000157654	0	0	0	0	0	0	0	0	0	0	0	0	8203
ENSG00000228053	0	0	0	0	0	3	0	0	0	0	0	0	478
ENSG00000241978	0	0	0	0	0	0	0	0	0	0	0	0	7862
ENSG00000188959	0	0	0	0	0	0	0	0	0	0	0	0	2947
ENSG00000136810	4195	3466	4295	3278	3498	3166	3584	3349	3564	3721	3660	3713	1142
ENSG00000204193	1	0	0	0	0	0	0	0	0	0	0	0	2135
ENSG00000165124	147	120	157	113	142	154	122	110	103	107	118	113	14190
ENSG00000206658	0	0	0	0	0	1	0	1	0	0	0	0	107
ENSG00000212254	0	0	0	0	0	0	0	0	0	0	0	0	109
ENSG00000232896	0	0	0	0	0	0	0	0	0	0	0	0	635
ENSG00000030304	0	0	0	0	0	0	0	0	0	0	0	0	4246
ENSG00000223918	0	0	0	0	0	0	0	0	0	0	0	0	224
ENSG00000198121	0	0	0	0	0	0	0	0	0	0	0	0	4159
ENSG00000206923	0	0	0	0	0	0	0	0	0	0	0	0	109
ENSG00000207401	0	0	0	0	0	0	0	0	0	0	0	0	102
ENSG00000212409	0	0	0	0	0	0	0	0	0	0	0	0	89
ENSG00000227531	0	0	0	0	0	0	0	0	0	0	0	0	744
ENSG00000274263	0	0	0	0	0	0	0	0	0	0	0	0	59
ENSG00000171133	0	0	0	0	0	0	0	0	0	0	0	0	1038
ENSG00000136813	5658	5228	5630	5057	4419	4693	4672	4681	5497	5395	5213	5725	8449
ENSG00000223238	0	1	0	0	1	0	0	0	0	1	0	2	99
ENSG00000173258	0	0	2	2	5	0	2	2	2	2	0	0	5738
ENSG00000106853	0	0	0	0	0	0	0	0	0	0	0	0	3722
ENSG00000224644	0	0	0	0	0	0	0	0	0	0	0	0	302
ENSG00000204173	0	0	3	3	0	0	0	0	0	4	1	0	2271
ENSG00000059769	364	283	389	270	279	298	294	267	335	332	291	297	2586
ENSG00000244115	0	0	0	0	0	0	0	0	0	0	0	0	1448
ENSG00000242616	0	1	1	0	0	0	3	0	2	0	3	2	1491
ENSG00000165181	5	6	4	5	5	2	4	4	6	4	2	3	6276
ENSG00000224067	0	0	0	0	0	0	0	1	0	0	0	0	413
ENSG00000206907	0	0	0	0	0	0	0	0	0	0	0	0	107
ENSG00000148154	2191	1781	2063	1779	2048	1896	2041	1826	1821	1610	1667	1784	4615
ENSG00000266315	0	0	0	0	0	0	0	2	0	0	0	0	70
ENSG00000222356	0	0	0	0	0	0	0	0	0	0	0	0	105
ENSG00000259953	423	376	459	338	397	376	366	429	319	370	324	362	4836
ENSG00000106868	929	804	979	814	800	826	848	834	918	864	940	998	4183
ENSG00000222327	0	1	1	0	2	0	0	1	2	0	0	4	104
ENSG00000200261	0	0	0	0	0	2	2	0	0	2	0	2	112
ENSG00000225513	23	14	16	16	8	23	17	12	18	29	16	30	450
ENSG00000119314	8661	7620	8657	7027	6616	6454	6698	6574	7271	7009	5627	6392	8239
ENSG00000242256	0	0	0	0	1	0	0	1	1	1	1	0	290
ENSG00000199525	0	0	0	0	0	0	0	0	0	0	0	0	121
ENSG00000243911	0	2	1	0	0	0	0	0	0	3	0	0	242
ENSG00000230081	1	0	2	1	0	0	0	0	0	0	1	0	211
ENSG00000213529	1	5	6	0	2	1	3	6	3	3	3	3	403
ENSG00000119471	1285	1155	1342	1053	1094	1089	1257	1106	1205	1231	1024	1112	3455
ENSG00000230185	26	22	28	8	20	13	21	12	7	29	25	26	1718
ENSG00000165185	608	582	600	518	592	605	613	617	579	574	498	622	13119
ENSG00000250068	3	1	5	5	3	2	1	3	2	4	4	1	260
ENSG00000148153	1278	1039	1240	965	968	927	856	904	983	1057	867	945	4423
ENSG00000226609	7	2	1	7	2	3	2	4	3	7	5	4	420
ENSG00000148158	537	458	454	419	522	474	514	476	415	440	493	512	11578
ENSG00000119457	1	0	0	2	0	0	0	1	0	0	0	0	2502
ENSG00000271631	5	1	0	1	1	0	5	0	3	1	1	4	610
ENSG00000237906	0	0	0	0	0	0	0	0	3	0	0	0	566
ENSG00000228623	45	32	57	39	43	38	46	42	37	34	37	35	2447
ENSG00000136866	3	1	1	5	6	1	2	5	0	2	3	6	6354
ENSG00000225684	0	0	0	0	1	1	2	1	0	0	1	0	7407
ENSG00000231528	1	0	5	0	5	2	4	2	2	0	3	2	6100
ENSG00000136867	0	0	0	1	5	2	2	6	6	0	3	1	2504
ENSG00000119321	663	607	720	638	568	593	593	579	681	756	803	932	11060
ENSG00000136868	1636	1434	1686	1329	1457	1493	1472	1465	1381	1543	1435	1489	5127
ENSG00000176386	119	125	99	120	109	94	162	109	150	156	231	205	1175
ENSG00000136875	1258	1053	1154	1082	972	959	1056	982	1127	1213	1225	1440	3613
ENSG00000165188	2	0	0	2	1	1	0	2	0	0	0	3	3646
ENSG00000148225	49	48	55	44	22	28	39	24	18	29	47	48	4933
ENSG00000119411	3	5	6	4	8	4	16	15	5	5	5	5	2339
ENSG00000119431	205	249	245	238	260	260	323	245	249	232	390	392	2105
